Date;c25;sp500;dax
15-09-2021;1.952,35;4480,700195;15616
14-09-2021;1.973,78;4443,049805;15722,99023
13-09-2021;1.968,48;4468,72998;15701,41992
10-09-2021;1.960,69;4458,580078;15609,80957
09-09-2021;1.978,68;4493,279785;15623,15039
08-09-2021;1.981,59;4514,069824;15610,28027
07-09-2021;2.011,61;4520,029785;15843,08984
03-09-2021;2.003,87;4535,430176;15781,2002
02-09-2021;2.012,36;4536,950195;15840,58984
01-09-2021;1.988,31;4524,089844;15824,29004
31-08-2021;1.975,24;4522,680176;15835,08984
30-08-2021;1.993,13;4528,790039;15887,30957
27-08-2021;1.983,58;4509,370117;15851,75
26-08-2021;1.988,55;4470;15793,62012
25-08-2021;1.987,84;4496,189941;15860,66016
24-08-2021;2.001,26;4486,22998;15905,84961
23-08-2021;2.018,76;4479,529785;15852,79004
20-08-2021;2.007,49;4441,669922;15808,04004
19-08-2021;1.993,86;4405,799805;15765,80957
18-08-2021;2.009,14;4400,27002;15965,96973
17-08-2021;1.996,20;4448,080078;15921,9502
16-08-2021;1.977,70;4479,709961;15925,73047
13-08-2021;1.980,10;4468;15977,44043
12-08-2021;1.964,73;4460,830078;15937,50977
11-08-2021;1.969,59;4442,410156;15826,08984
10-08-2021;1.975,52;4436,75;15770,70996
09-08-2021;1.976,63;4432,350098;15745,41016
06-08-2021;1.957,61;4436,52002;15761,4502
05-08-2021;1.980,27;4429,100098;15744,66992
04-08-2021;1.965,84;4402,660156;15692,12988
03-08-2021;1.936,22;4423,149902;15555,08008
02-08-2021;1.933,32;4387,160156;15568,73047
30-07-2021;1.925,60;4395,259766;15544,38965
29-07-2021;1.916,05;4419,149902;15640,46973
28-07-2021;1.925,06;4400,640137;15570,36035
27-07-2021;1.902,68;4401,459961;15519,12988
26-07-2021;1.914,88;4422,299805;15618,98047
23-07-2021;1.922,46;4411,790039;15669,29004
22-07-2021;1.925,52;4367,47998;15514,54004
21-07-2021;1.904,63;4358,689941;15422,5
20-07-2021;1.872,68;4323,060059;15216,26953
19-07-2021;1.875,74;4258,490234;15133,2002
16-07-2021;1.894,35;4327,160156;15540,30957
15-07-2021;1.895,50;4360,029785;15629,66016
14-07-2021;1.920,09;4374,299805;15788,98047
13-07-2021;1.923,86;4369,209961;15789,63965
12-07-2021;1.923,62;4384,629883;15790,50977
09-07-2021;1.897,15;4369,549805;15687,92969
08-07-2021;1.903,30;4320,819824;15420,63965
07-07-2021;1.925,73;4358,129883;15692,70996
06-07-2021;1.902,37;4343,540039;15511,37988
02-07-2021;1.883,55;4352,339844;15650,08984
01-07-2021;1.888,88;4319,939941;15603,80957
30-06-2021;1.860,41;4297,5;15531,04004
29-06-2021;1.868,65;4291,799805;15690,58984
28-06-2021;1.856,16;4290,609863;15554,17969
25-06-2021;1.847,02;4280,700195;15607,96973
24-06-2021;1.845,24;4266,490234;15589,23047
23-06-2021;1.825,89;4241,839844;15456,38965
22-06-2021;1.839,80;4246,439941;15636,33008
21-06-2021;1.836,35;4224,790039;15603,24023
18-06-2021;1.828,22;4166,450195;15448,04004
17-06-2021;1.838,66;4221,859863;15727,66992
16-06-2021;1.854,45;4223,700195;15710,57031
15-06-2021;1.837,63;4246,589844;15729,51953
14-06-2021;1.830,56;4255,149902;15673,63965
11-06-2021;1.815,04;4247,439941;15693,26953
10-06-2021;1.813,74;4239,180176;15571,21973
09-06-2021;1.815,42;4219,549805;15581,13965
08-06-2021;1.802,23;4227,259766;15640,59961
07-06-2021;1.806,36;4226,52002;15677,15039
04-06-2021;1.799,79;4229,890137;15692,90039
03-06-2021;1.787,96;4192,850098;15632,66992
02-06-2021;1.786,33;4208,120117;15602,70996
01-06-2021;1.807,12;4202,040039;15567,36035
28-05-2021;1.805,89;4204,109863;15519,98047
27-05-2021;1.782,30;4200,879883;15406,73047
26-05-2021;1.801,52;4195,990234;15450,71973
25-05-2021;1.803,01;4188,129883;15465,08984
21-05-2021;1.796,89;4155,859863;15437,50977
20-05-2021;1.776,84;4159,120117;15370,25977
19-05-2021;1.743,61;4115,680176;15113,55957
18-05-2021;1.754,81;4127,830078;15386,58008
17-05-2021;1.742,44;4163,290039;15396,62012
12-05-2021;1.718,43;4063,040039;15150,21973
11-05-2021;1.726,27;4152,100098;15119,75
10-05-2021;1.772,84;4188,430176;15400,41016
07-05-2021;1.779,53;4232,600098;15399,65039
06-05-2021;1.750,52;4201,620117;15196,74023
05-05-2021;1.771,03;4167,589844;15170,78027
04-05-2021;1.734,58;4164,660156;14856,48047
03-05-2021;1.769,41;4192,660156;15236,46973
29-04-2021;1.766,36;4211,470215;15154,2002
28-04-2021;1.781,11;4183,180176;15292,17969
27-04-2021;1.788,48;4186,720215;15249,26953
26-04-2021;1.765,21;4187,620117;15296,33984
23-04-2021;1.761,54;4180,169922;15279,62012
22-04-2021;1.763,85;4134,97998;15320,51953
21-04-2021;1.724,87;4173,419922;15195,96973
20-04-2021;1.705,26;4134,939941;15129,50977
19-04-2021;1.727,53;4163,259766;15368,38965
16-04-2021;1.737,89;4185,470215;15459,75
15-04-2021;1.719,26;4170,419922;15255,33008
14-04-2021;1.706,24;4124,660156;15209,15039
13-04-2021;1.719,58;4141,589844;15234,36035
12-04-2021;1.703,76;4127,990234;15215
09-04-2021;1.724,42;4128,799805;15234,16016
08-04-2021;1.710,22;4097,169922;15202,67969
07-04-2021;1.679,70;4079,949951;15176,36035
06-04-2021;1.695,96;4073,939941;15212,67969
31-03-2021;1.689,80;3972,889893;15008,33984
30-03-2021;1.665,35;3958,550049;15008,61035
29-03-2021;1.663,07;3971,090088;14817,71973
26-03-2021;1.651,25;3974,540039;14748,94043
25-03-2021;1.620,67;3909,52002;14621,36035
24-03-2021;1.619,52;3889,139893;14610,38965
23-03-2021;1.640,14;3910,52002;14662,01953
22-03-2021;1.649,25;3940,590088;14657,20996
19-03-2021;1.637,03;3913,100098;14621
18-03-2021;1.630,60;3915,459961;14775,51953
17-03-2021;1.623,06;3974,120117;14596,61035
16-03-2021;1.655,74;3962,709961;14557,58008
15-03-2021;1.636,08;3968,939941;14461,41992
12-03-2021;1.624,13;3943,340088;14502,38965
11-03-2021;1.642,26;3939,340088;14569,38965
10-03-2021;1.621,94;3898,810059;14540,25
09-03-2021;1.607,33;3875,439941;14437,94043
08-03-2021;1.556,40;3821,350098;14380,91016
05-03-2021;1.538,82;3841,939941;13920,69043
04-03-2021;1.560,01;3768,469971;14056,33984
03-03-2021;1.580,93;3819,719971;14080,03027
02-03-2021;1.620,93;3870,290039;14039,79981
01-03-2021;1.633,01;3901,820068;14012,82031
26-02-2021;1.606,86;3811,149902;13786,29004
25-02-2021;1.627,61;3829,340088;13879,33008
24-02-2021;1.609,75;3925,429932;13976
23-02-2021;1.615,97;3881,370117;13864,80957
22-02-2021;1.645,22;3876,5;13950,04004
19-02-2021;1.676,75;3906,709961;13993,23047
18-02-2021;1.678,12;3913,969971;13886,92969
17-02-2021;1.701,43;3931,330078;13909,26953
16-02-2021;1.711,93;3932,590088;14064,59961
12-02-2021;1.696,00;3934,830078;14049,88965
11-02-2021;1.672,01;3916,379883;14040,91016
10-02-2021;1.631,47;3909,879883;13932,96973
09-02-2021;1.660,03;3911,22998;14011,79981
08-02-2021;1.672,76;3915,590088;14059,91016
05-02-2021;1.679,40;3886,830078;14056,71973
04-02-2021;1.665,23;3871,73999;14060,29004
03-02-2021;1.675,26;3830,169922;13933,62988
02-02-2021;1.665,37;3826,310059;13835,16016
01-02-2021;1.639,48;3773,860107;13622,01953
29-01-2021;1.612,51;3714,23999;13432,87012
28-01-2021;1.644,17;3787,379883;13665,92969
27-01-2021;1.628,07;3750,77002;13620,45996
26-01-2021;1.667,63;3849,620117;13870,99023
25-01-2021;1.688,72;3855,360107;13643,9502
22-01-2021;1.685,72;3841,469971;13873,96973
21-01-2021;1.691,06;3853,070068;13906,66992
20-01-2021;1.689,91;3851,850098;13921,37012
19-01-2021;1.686,82;3798,909912;13815,05957
15-01-2021;1.657,63;3768,25;13787,73047
14-01-2021;1.676,51;3795,540039;13988,7002
13-01-2021;1.671,63;3809,840088;13939,70996
12-01-2021;1.664,55;3801,189941;13925,05957
11-01-2021;1.690,54;3799,610107;13936,66016
08-01-2021;1.706,57;3824,679932;14049,53027
07-01-2021;1.691,89;3803,790039;13968,24023
06-01-2021;1.673,52;3748,139893;13891,96973
05-01-2021;1.680,59;3726,860107;13651,21973
04-01-2021;1.701,55;3700,649902;13726,74023
30-12-2020;1.676,67;3732,040039;13718,78027
29-12-2020;1.688,22;3727,040039;13761,37988
28-12-2020;1.682,93;3735,360107;13790,29004
23-12-2020;1.649,42;3690,01001;13587,23047
22-12-2020;1.654,20;3687,26001;13418,11035
21-12-2020;1.634,76;3694,919922;13246,29981
18-12-2020;1.643,84;3709,409912;13630,50977
17-12-2020;1.618,41;3722,47998;13667,25
16-12-2020;1.612,62;3701,169922;13565,98047
15-12-2020;1.595,31;3694,620117;13362,87012
14-12-2020;1.600,27;3647,48999;13223,16016
11-12-2020;1.581,97;3663,459961;13114,29981
10-12-2020;1.576,91;3668,100098;13295,73047
09-12-2020;1.588,94;3672,820068;13340,25977
08-12-2020;1.579,64;3702,25;13278,49023
07-12-2020;1.563,56;3691,959961;13271
04-12-2020;1.554,98;3699,120117;13298,95996
03-12-2020;1.554,04;3666,719971;13252,86035
02-12-2020;1.575,69;3669,01001;13313,24023
01-12-2020;1.581,62;3662,449951;13382,29981
30-11-2020;1.596,78;3621,629883;13291,16016
27-11-2020;1.593,18;3638,350098;13335,67969
25-11-2020;1.562,86;3629,649902;13289,79981
24-11-2020;1.558,89;3635,409912;13292,44043
23-11-2020;1.582,06;3577,590088;13126,96973
20-11-2020;1.595,77;3557,540039;13137,25
19-11-2020;1.569,97;3581,870117;13086,16016
18-11-2020;1.564,55;3567,790039;13201,88965
17-11-2020;1.564,25;3609,530029;13133,46973
16-11-2020;1.570,70;3626,909912;13138,61035
13-11-2020;1.578,94;3585,149902;13076,71973
12-11-2020;1.585,57;3537,01001;13052,9502
11-11-2020;1.579,12;3572,659912;13216,17969
10-11-2020;1.552,16;3545,530029;13163,11035
09-11-2020;1.562,99;3550,5;13095,96973
06-11-2020;1.586,33;3509,439941;12480,01953
05-11-2020;1.593,26;3510,449951;12568,08984
04-11-2020;1.555,24;3443,439941;12324,21973
03-11-2020;1.514,11;3369,159912;12088,98047
02-11-2020;1.497,09;3310,23999;11788,28027
30-10-2020;1.485,11;3269,959961;11556,48047
29-10-2020;1.493,91;3310,110107;11598,07031
28-10-2020;1.464,51;3271,030029;11560,50977
27-10-2020;1.501,66;3390,679932;12063,57031
26-10-2020;1.501,83;3400,969971;12177,17969
23-10-2020;1.529,24;3465,389893;12645,75
22-10-2020;1.526,36;3453,48999;12543,05957
21-10-2020;1.541,22;3435,560059;12557,63965
20-10-2020;1.566,89;3443,120117;12736,9502
19-10-2020;1.569,76;3426,919922;12854,66016
16-10-2020;1.579,13;3483,810059;12908,99023
15-10-2020;1.570,79;3483,340088;12703,75
14-10-2020;1.598,27;3488,669922;13028,05957
13-10-2020;1.597,00;3511,929932;13018,99023
12-10-2020;1.597,11;3534,219971;13138,41016
09-10-2020;1.565,08;3477,139893;13051,23047
08-10-2020;1.549,31;3446,830078;13042,20996
07-10-2020;1.536,63;3419,439941;12928,57031
06-10-2020;1.528,29;3360,969971;12906,01953
05-10-2020;1.539,83;3408,600098;12828,30957
02-10-2020;1.517,84;3348,419922;12689,04004
01-10-2020;1.525,68;3380,800049;12730,76953
30-09-2020;1.508,36;3363;12760,73047
29-09-2020;1.512,51;3335,469971;12825,82031
28-09-2020;1.495,69;3351,600098;12870,87012
25-09-2020;1.472,61;3298,459961;12469,2002
24-09-2020;1.465,21;3246,590088;12606,57031
23-09-2020;1.483,08;3236,919922;12642,96973
22-09-2020;1.475,27;3315,570068;12594,38965
21-09-2020;1.469,48;3281,060059;12542,44043
18-09-2020;1.491,36;3319,469971;13116,25
17-09-2020;1.492,81;3357,01001;13208,12012
16-09-2020;1.488,79;3385,48999;13255,37012
15-09-2020;1.477,99;3401,199951;13217,66992
14-09-2020;1.463,51;3383,540039;13193,66016
11-09-2020;1.465,33;3340,969971;13202,83984
10-09-2020;1.468,96;3339,189941;13208,88965
09-09-2020;1.474,58;3398,959961;13237,20996
08-09-2020;1.439,29;3331,840088;12968,33008
04-09-2020;1.436,57;3426,959961;12842,66016
03-09-2020;1.471,70;3455,060059;13057,76953
02-09-2020;1.486,60;3580,840088;13243,42969
01-09-2020;1.465,50;3526,649902;12974,25
31-08-2020;1.479,43;3500,310059;12945,37988
28-08-2020;1.469,90;3508,01001;13033,2002
27-08-2020;1.481,45;3484,550049;13096,36035
26-08-2020;1.489,44;3478,72998;13190,15039
25-08-2020;1.479,71;3443,620117;13061,62012
24-08-2020;1.478,68;3431,280029;13066,54004
21-08-2020;1.470,22;3397,159912;12764,79981
20-08-2020;1.460,43;3385,51001;12830
19-08-2020;1.467,04;3374,850098;12977,33008
18-08-2020;1.453,47;3389,780029;12881,75977
17-08-2020;1.475,37;3381,98999;12920,66016
14-08-2020;1.460,68;3372,850098;12901,33984
13-08-2020;1.482,14;3373,429932;12993,70996
12-08-2020;1.475,12;3380,350098;13058,62988
11-08-2020;1.470,73;3333,689941;12946,88965
10-08-2020;1.439,44;3360,469971;12687,53027
07-08-2020;1.448,85;3351,280029;12674,87988
06-08-2020;1.432,21;3349,159912;12591,67969
05-08-2020;1.438,21;3327,77002;12660,25
04-08-2020;1.433,98;3306,51001;12600,87012
03-08-2020;1.451,62;3294,610107;12646,98047
31-07-2020;1.423,63;3271,120117;12313,36035
30-07-2020;1.432,40;3246,219971;12379,65039
29-07-2020;1.442,87;3258,439941;12822,25977
28-07-2020;1.446,79;3218,439941;12835,28027
27-07-2020;1.448,45;3239,409912;12838,66016
24-07-2020;1.442,51;3215,629883;12838,05957
23-07-2020;1.465,88;3235,659912;13103,38965
22-07-2020;1.466,03;3276,02002;13104,25
21-07-2020;1.473,47;3257,300049;13171,83008
20-07-2020;1.464,68;3251,840088;13046,91992
17-07-2020;1.445,00;3224,72998;12919,61035
16-07-2020;1.436,48;3215,570068;12874,96973
15-07-2020;1.440,15;3226,560059;12930,98047
14-07-2020;1.408,53;3197,52002;12697,36035
13-07-2020;1.424,47;3155,219971;12799,96973
10-07-2020;1.408,87;3185,040039;12633,70996
09-07-2020;1.405,20;3152,050049;12489,45996
08-07-2020;1.399,83;3169,939941;12494,80957
07-07-2020;1.392,51;3145,320068;12616,79981
06-07-2020;1.392,04;3179,719971;12733,4502
02-07-2020;1.381,48;3130,01001;12608,45996
01-07-2020;1.361,13;3115,860107;12260,57031
30-06-2020;1.347,89;3100,290039;12310,92969
29-06-2020;1.344,20;3053,23999;12232,12012
26-06-2020;1.342,76;3009,050049;12089,38965
25-06-2020;1.350,70;3083,76001;12177,87012
24-06-2020;1.355,10;3050,330078;12093,94043
23-06-2020;1.379,30;3131,290039;12523,75977
22-06-2020;1.356,64;3117,860107;12262,96973
19-06-2020;1.360,74;3097,73999;12330,75977
18-06-2020;1.347,59;3115,340088;12281,53027
17-06-2020;1.357,67;3113,48999;12382,13965
16-06-2020;1.336,68;3124,73999;12315,66016
15-06-2020;1.316,96;3066,590088;11911,34961
12-06-2020;1.320,50;3041,310059;11949,28027
11-06-2020;1.318,71;3002,100098;11970,29004
10-06-2020;1.343,32;3190,139893;12530,16016
09-06-2020;1.333,80;3207,179932;12617,99023
08-06-2020;1.331,65;3232,389893;12819,58984
04-06-2020;1.334,68;3112,350098;12430,55957
03-06-2020;1.339,47;3122,870117;12487,36035
02-06-2020;1.331,65;3080,820068;12021,28027
29-05-2020;1.327,01;3044,310059;11586,84961
28-05-2020;1.324,42;3029,72998;11781,12988
27-05-2020;1.287,08;3036,129883;11657,69043
26-05-2020;1.327,00;2991,77002;11504,65039
20-05-2020;1.301,59;2971,610107;11223,70996
19-05-2020;1.283,01;2922,939941;11075,29004
18-05-2020;1.274,65;2953,909912;11058,87012
15-05-2020;1.242,56;2863,699951;10465,16992
14-05-2020;1.236,51;2852,5;10337,01953
13-05-2020;1.254,75;2820;10542,66016
12-05-2020;1.260,15;2870,120117;10819,5
11-05-2020;1.256,90;2930,189941;10824,99023
07-05-2020;1.239,77;2881,189941;10759,26953
06-05-2020;1.222,89;2848,419922;10606,2002
05-05-2020;1.216,11;2868,439941;10729,45996
04-05-2020;1.202,74;2842,73999;10466,79981
30-04-2020;1.234,96;2912,429932;10861,63965
29-04-2020;1.236,36;2939,51001;11107,74023
28-04-2020;1.237,19;2863,389893;10795,62988
27-04-2020;1.223,94;2878,47998;10659,99023
24-04-2020;1.215,20;2836,73999;10336,08984
23-04-2020;1.230,70;2797,800049;10513,79004
22-04-2020;1.209,67;2799,310059;10415,03027
21-04-2020;1.206,34;2736,560059;10249,84961
20-04-2020;1.219,38;2823,159912;10675,90039
17-04-2020;1.204,65;2874,560059;10625,78027
16-04-2020;1.178,60;2799,550049;10301,54004
15-04-2020;1.165,22;2783,360107;10279,75977
14-04-2020;1.180,64;2846,060059;10696,55957
08-04-2020;1.151,31;2749,97998;10332,88965
07-04-2020;1.159,79;2659,409912;10356,7002
06-04-2020;1.142,94;2663,679932;10075,16992
03-04-2020;1.129,30;2488,649902;9525,769531
02-04-2020;1.114,05;2526,899902;9570,820313
01-04-2020;1.120,47;2470,5;9544,75
31-03-2020;1.126,50;2584,590088;9935,839844
30-03-2020;1.104,65;2626,649902;9815,969727
27-03-2020;1.075,92;2541,469971;9632,519531
26-03-2020;1.086,43;2630,070068;10000,95996
25-03-2020;1.055,50;2475,560059;9874,259766
24-03-2020;1.031,09;2447,330078;9700,570313
23-03-2020;990,61;2237,399902;8741,150391
20-03-2020;1.031,37;2304,919922;8928,950195
19-03-2020;1.015,93;2409,389893;8610,429688
18-03-2020;1.007,04;2398,100098;8441,709961
17-03-2020;1.032,59;2529,189941;8939,099609
16-03-2020;1.017,31;2386,129883;8742,25
13-03-2020;1.041,51;2711,02002;9232,080078
12-03-2020;1.030,26;2480,639893;9161,129883
11-03-2020;1.120,20;2741,379883;10438,67969
10-03-2020;1.143,17;2882,22998;10475,49023
09-03-2020;1.159,79;2746,560059;10625,01953
06-03-2020;1.227,15;2972,370117;11541,87012
05-03-2020;1.262,59;3023,939941;11944,71973
04-03-2020;1.271,58;3130,120117;12127,69043
03-03-2020;1.265,27;3003,370117;11985,38965
02-03-2020;1.230,64;3090,22998;11857,87012
28-02-2020;1.218,70;2954,219971;11890,34961
27-02-2020;1.249,38;2978,76001;12367,45996
26-02-2020;1.285,31;3116,389893;12774,87988
25-02-2020;1.286,20;3128,209961;12790,49023
24-02-2020;1.309,19;3225,889893;13035,24023
21-02-2020;1.361,53;3337,75;13579,33008
20-02-2020;1.373,27;3373,22998;13664
19-02-2020;1.376,67;3386,149902;13789
18-02-2020;1.363,56;3370,290039;13681,19043
14-02-2020;1.355,40;3380,159912;13744,20996
13-02-2020;1.345,14;3373,939941;13745,42969
12-02-2020;1.347,79;3379,449951;13749,78027
11-02-2020;1.351,88;3357,75;13627,83984
10-02-2020;1.333,47;3352,090088;13494,03027
07-02-2020;1.340,25;3327,709961;13513,80957
06-02-2020;1.342,84;3345,780029;13574,82031
05-02-2020;1.330,64;3334,689941;13478,33008
04-02-2020;1.299,14;3297,590088;13281,74023
03-02-2020;1.278,76;3248,919922;13045,19043
31-01-2020;1.277,80;3225,52002;12981,96973
30-01-2020;1.274,98;3283,659912;13157,12012
29-01-2020;1.295,34;3273,399902;13345
28-01-2020;1.276,93;3276,23999;13323,69043
27-01-2020;1.268,78;3243,629883;13204,76953
24-01-2020;1.299,42;3295,469971;13576,67969
23-01-2020;1.288,94;3325,540039;13388,41992
22-01-2020;1.294,20;3321,75;13515,75
21-01-2020;1.286,32;3320,790039;13555,87012
17-01-2020;1.284,30;3329,620117;13526,12988
16-01-2020;1.272,92;3316,810059;13429,42969
15-01-2020;1.274,01;3289,290039;13432,29981
14-01-2020;1.255,01;3283,149902;13456,49023
13-01-2020;1.250,50;3288,129883;13451,51953
10-01-2020;1.246,79;3265,350098;13483,30957
09-01-2020;1.246,12;3274,699951;13495,05957
08-01-2020;1.239,03;3253,050049;13320,17969
07-01-2020;1.240,97;3237,179932;13226,83008
06-01-2020;1.235,16;3246,280029;13126,99023
03-01-2020;1.237,55;3234,850098;13219,13965
02-01-2020;1.253,25;3257,850098;13385,92969
30-12-2019;1.253,90;3221,290039;13249,00977
27-12-2019;1.264,36;3240,02002;13337,11035
23-12-2019;1.258,88;3224,01001;13300,98047
20-12-2019;1.247,15;3221,219971;13318,90039
19-12-2019;1.240,69;3205,370117;13211,95996
18-12-2019;1.240,93;3191,139893;13222,16016
17-12-2019;1.254,59;3192,52002;13287,83008
16-12-2019;1.257,06;3191,449951;13407,66016
13-12-2019;1.234,90;3168,800049;13282,71973
12-12-2019;1.233,59;3168,570068;13221,63965
11-12-2019;1.228,52;3141,629883;13146,74023
10-12-2019;1.232,95;3132,52002;13070,71973
09-12-2019;1.234,54;3135,959961;13105,61035
06-12-2019;1.240,31;3145,909912;13166,58008
05-12-2019;1.231,55;3117,429932;13054,79981
04-12-2019;1.223,58;3112,76001;13140,57031
03-12-2019;1.215,22;3093,199951;12989,29004
02-12-2019;1.214,66;3113,870117;12964,67969
29-11-2019;1.218,78;3140,97998;13236,37988
27-11-2019;1.225,41;3153,629883;13287,07031
26-11-2019;1.224,21;3140,52002;13236,41992
25-11-2019;1.212,67;3133,639893;13246,4502
22-11-2019;1.196,22;3110,290039;13163,87988
21-11-2019;1.187,37;3103,540039;13137,7002
20-11-2019;1.199,58;3108,459961;13158,13965
19-11-2019;1.205,55;3120,179932;13221,12012
18-11-2019;1.205,94;3122,030029;13207,00977
15-11-2019;1.209,14;3120,459961;13241,75
14-11-2019;1.200,51;3096,629883;13180,23047
13-11-2019;1.205,14;3094,040039;13230,07031
12-11-2019;1.199,92;3091,840088;13283,50977
11-11-2019;1.195,40;3087,01001;13198,37012
08-11-2019;1.195,87;3093,080078;13228,55957
07-11-2019;1.183,81;3085,179932;13289,45996
06-11-2019;1.165,05;3076,780029;13179,88965
05-11-2019;1.168,93;3074,620117;13148,5
04-11-2019;1.180,60;3078,27002;13136,28027
01-11-2019;1.172,97;3066,909912;12961,04981
31-10-2019;1.149,41;3037,560059;12866,79004
30-10-2019;1.155,81;3046,77002;12910,23047
29-10-2019;1.146,80;3036,889893;12939,62012
28-10-2019;1.159,09;3039,419922;12941,70996
25-10-2019;1.148,93;3022,550049;12894,50977
24-10-2019;1.144,58;3010,290039;12872,09961
23-10-2019;1.142,43;3004,52002;12798,19043
22-10-2019;1.141,27;2995,98999;12754,69043
21-10-2019;1.133,27;3006,719971;12747,95996
18-10-2019;1.121,24;2986,199951;12633,59961
17-10-2019;1.132,16;2997,949951;12654,9502
16-10-2019;1.131,31;2989,689941;12670,11035
15-10-2019;1.139,83;2995,679932;12629,79004
14-10-2019;1.128,04;2966,149902;12486,55957
11-10-2019;1.117,37;2970,27002;12511,65039
10-10-2019;1.106,02;2938,129883;12164,2002
09-10-2019;1.114,01;2919,399902;12094,25977
08-10-2019;1.112,44;2893,060059;11970,2002
07-10-2019;1.121,70;2938,790039;12097,42969
04-10-2019;1.113,09;2952,01001;12012,80957
02-10-2019;1.099,76;2887,610107;11925,25
01-10-2019;1.128,80;2940,25;12263,83008
30-09-2019;1.141,65;2976,73999;12428,08008
27-09-2019;1.148,64;2961,790039;12380,94043
26-09-2019;1.150,33;2977,620117;12288,54004
25-09-2019;1.142,98;2984,870117;12234,17969
24-09-2019;1.154,43;2966,600098;12307,15039
23-09-2019;1.148,82;2991,780029;12342,33008
20-09-2019;1.150,31;2992,070068;12468,00977
19-09-2019;1.146,50;3006,790039;12457,7002
18-09-2019;1.143,80;3006,72998;12389,62012
17-09-2019;1.144,42;3005,699951;12372,61035
16-09-2019;1.138,82;2997,959961;12380,30957
13-09-2019;1.147,91;3007,389893;12468,53027
12-09-2019;1.149,22;3009,570068;12410,25
11-09-2019;1.152,66;3000,929932;12359,07031
10-09-2019;1.132,09;2979,389893;12268,70996
09-09-2019;1.149,51;2978,429932;12226,09961
06-09-2019;1.156,74;2978,709961;12191,73047
05-09-2019;1.155,62;2976;12126,78027
04-09-2019;1.151,50;2937,780029;12025,04004
03-09-2019;1.144,64;2906,27002;11910,86035
30-08-2019;1.133,69;2926,459961;11939,28027
29-08-2019;1.122,86;2924,580078;11838,87988
28-08-2019;1.123,27;2887,939941;11701,01953
27-08-2019;1.129,36;2869,159912;11730,01953
26-08-2019;1.124,42;2878,379883;11658,04004
23-08-2019;1.135,39;2847,110107;11611,50977
22-08-2019;1.138,95;2922,949951;11747,04004
21-08-2019;1.142,40;2924,429932;11802,84961
20-08-2019;1.124,10;2900,51001;11651,17969
19-08-2019;1.123,79;2923,649902;11715,37012
16-08-2019;1.120,29;2888,679932;11562,74023
15-08-2019;1.098,93;2847,600098;11412,66992
14-08-2019;1.098,70;2840,600098;11492,66016
13-08-2019;1.113,76;2926,320068;11750,12988
12-08-2019;1.104,30;2882,699951;11679,67969
09-08-2019;1.113,97;2918,649902;11693,79981
08-08-2019;1.121,75;2938,090088;11845,41016
07-08-2019;1.104,65;2883,97998;11650,15039
06-08-2019;1.098,80;2881,77002;11567,95996
05-08-2019;1.089,22;2844,73999;11658,50977
02-08-2019;1.118,53;2932,050049;11872,44043
01-08-2019;1.138,42;2953,560059;12253,15039
31-07-2019;1.124,37;2980,379883;12189,04004
30-07-2019;1.119,01;3013,179932;12147,24023
29-07-2019;1.139,35;3020,969971;12417,46973
26-07-2019;1.138,59;3025,860107;12419,90039
25-07-2019;1.141,16;3003,669922;12362,09961
24-07-2019;1.139,51;3019,560059;12522,88965
23-07-2019;1.133,42;3005,469971;12490,74023
22-07-2019;1.128,45;2985,030029;12289,40039
19-07-2019;1.128,41;2976,610107;12260,07031
18-07-2019;1.131,32;2995,110107;12227,84961
17-07-2019;1.132,43;2984,419922;12341,03027
16-07-2019;1.134,69;3004,040039;12430,96973
15-07-2019;1.130,10;3014,300049;12387,33984
12-07-2019;1.124,03;3013,77002;12323,32031
11-07-2019;1.135,14;2999,909912;12332,12012
10-07-2019;1.138,70;2993,070068;12373,41016
09-07-2019;1.135,18;2979,629883;12436,54981
08-07-2019;1.141,29;2975,949951;12543,50977
05-07-2019;1.141,09;2990,409912;12568,53027
03-07-2019;1.159,66;2995,820068;12616,24023
02-07-2019;1.144,83;2973,01001;12526,71973
01-07-2019;1.141,42;2964,330078;12521,37988
28-06-2019;1.122,77;2941,76001;12398,79981
27-06-2019;1.114,01;2924,919922;12271,03027
26-06-2019;1.125,00;2913,780029;12245,32031
25-06-2019;1.130,99;2917,379883;12228,44043
24-06-2019;1.129,26;2945,350098;12274,57031
21-06-2019;1.129,68;2950,459961;12339,91992
20-06-2019;1.141,28;2954,179932;12355,38965
19-06-2019;1.142,19;2926,459961;12308,53027
18-06-2019;1.138,66;2917,75;12331,75
17-06-2019;1.128,56;2889,669922;12085,82031
14-06-2019;1.125,94;2886,97998;12096,40039
13-06-2019;1.133,82;2891,639893;12169,04981
12-06-2019;1.137,97;2879,840088;12115,67969
11-06-2019;1.129,49;2885,719971;12155,80957
07-06-2019;1.112,86;2873,340088;12045,37988
06-06-2019;1.107,72;2843,48999;11953,13965
04-06-2019;1.094,54;2803,27002;11971,16992
03-06-2019;1.099,94;2744,449951;11792,80957
29-05-2019;1.097,12;2783,02002;11837,80957
28-05-2019;1.127,70;2802,389893;12027,04981
24-05-2019;1.122,97;2826,060059;12011,04004
23-05-2019;1.118,62;2822,23999;11952,41016
22-05-2019;1.132,36;2856,27002;12168,74023
21-05-2019;1.120,55;2864,360107;12143,46973
